onet_soc_code,task_id,task_statement
49-3043.00,9997,"Replace defective wiring and insulation, and tighten electrical connections, using hand tools."
49-3043.00,9999,"Install and repair interior flooring, fixtures, walls, plumbing, steps, and platforms."
49-3043.00,10003,"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools."
49-3043.00,9996,"Align car sides for installation of car ends and crossties, using width gauges, turnbuckles, and wrenches."
49-3043.00,10002,Repair car upholstery.
49-3051.00,13764,"Start motors and monitor performance for signs of malfunctioning, such as smoke, excessive vibration, or misfiring."
49-3051.00,13765,Document inspection and test results and work performed or to be performed.
49-3051.00,13763,"Mount motors to boats, and operate boats at various speeds on waterways to conduct operational tests."
49-3051.00,13770,"Repair engine mechanical equipment, such as power tilts, bilge pumps, or power take-offs."
49-3051.00,20801,"Perform routine engine maintenance on motorboats, such as changing oil and filters."
49-3051.00,13766,"Replace parts, such as gears, magneto points, piston rings, or spark plugs, and reassemble engines."
49-3051.00,13767,Idle motors and observe thermometers to determine the effectiveness of cooling systems.
49-3051.00,13771,Inspect and repair or adjust propellers or propeller shafts.
49-3051.00,13769,"Adjust carburetor mixtures, electrical point settings, or timing while motors are running in water-filled test tanks."
49-3051.00,13768,"Set starter locks and align and repair steering or throttle controls, using gauges, screwdrivers, or wrenches."
49-3051.00,13762,"Disassemble and inspect motors to locate defective parts, using mechanic's hand tools and gauges."
49-3051.00,13773,"Adjust generators and replace faulty wiring, using hand tools and soldering irons."
49-3051.00,13772,"Repair or rework parts, using machine tools such as lathes, mills, drills, or grinders."
49-3052.00,20651,"Mount, balance, change, or check condition or pressure of tires."
49-3052.00,8353,"Replace defective parts, using hand tools, arbor presses, flexible power presses, or power tools."
49-3052.00,8357,"Dismantle engines and repair or replace defective parts, such as magnetos, carburetors, or generators."
49-3052.00,8354,"Connect test panels to engines and measure generator output, ignition timing, or other engine performance indicators."
49-3052.00,8355,"Listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage."
49-3052.00,8359,"Repair or replace other parts, such as headlights, horns, handlebar controls, gasoline or oil tanks, starters, or mufflers."
49-3052.00,8360,"Disassemble subassembly units and examine condition, movement, or alignment of parts, visually or using gauges."
49-3052.00,8352,"Repair or adjust motorcycle subassemblies, such as forks, transmissions, brakes, or drive chains, according to specifications."
49-3052.00,20652,Reassemble frames and reinstall engines after repairs.
49-3052.00,8358,"Remove cylinder heads and grind valves to scrape off carbon and replace defective valves, pistons, cylinders, or rings, using hand and power tools."
49-3052.00,23934,Install motorcycle accessories.
49-3052.00,8356,Reassemble and test subassembly units.
49-3052.00,20653,Hammer out dents and bends in frames and weld tears and breaks.
49-3053.00,13777,"Record repairs made, time spent, and parts used."
49-3053.00,13780,"Test and inspect engines to determine malfunctions, to locate missing and broken parts, and to verify repairs, using diagnostic instruments."
49-3053.00,13784,"Dismantle engines, using hand tools, and examine parts for defects."
49-3053.00,13774,"Repair and maintain gasoline engines used to power equipment such as portable saws, lawn mowers, generators, and compressors."
49-3053.00,13775,"Adjust points, valves, carburetors, distributors, and spark plug gaps, using feeler gauges."
49-3053.00,13781,"Repair or replace defective parts such as magnetos, water pumps, gears, pistons, and carburetors, using hand tools."
49-3053.00,13778,"Perform routine maintenance such as cleaning and oiling parts, honing cylinders, and tuning ignition systems."
49-3053.00,13776,Reassemble engines after repair or maintenance work is complete.
49-3053.00,13785,Replace motors.
49-3053.00,13779,"Obtain problem descriptions from customers, and prepare cost estimates for repairs."
49-3053.00,13783,Show customers how to maintain equipment.
49-3053.00,13787,"Remove engines from equipment, and position and bolt engines to repair stands."
49-3053.00,13782,Sell parts and equipment.
49-3053.00,13786,"Grind, ream, rebore, and re-tap parts to obtain specified clearances, using grinders, lathes, taps, reamers, boring machines, and micrometers."
49-3091.00,5184,Install and adjust speed and gear mechanisms.
49-3091.00,20915,Install and adjust brakes and brake pads.
49-3091.00,20918,Install new tires and tubes.
49-3091.00,5185,Assemble new bicycles.
49-3091.00,24056,Estimate costs of repairing bicycles and write service tickets.
49-3091.00,5186,"Install, repair, and replace equipment or accessories, such as handlebars, stands, lights, and seats."
49-3091.00,20919,Clean and lubricate bicycle parts.
49-3091.00,20920,Order bicycle parts.
49-3091.00,20917,Sell bicycles and accessories.
49-3091.00,5187,Align wheels.
49-3091.00,24057,Make adjustments to bicycles to improve customer fit and riding position.
49-3091.00,5188,"Disassemble axles to repair, adjust, and replace defective parts, using hand tools."
49-3091.00,20916,Help customers select bicycles that fit their body sizes and intended bicycle uses.
49-3091.00,20921,Build wheels by cutting and threading new spokes.
49-3091.00,5189,"Shape replacement parts, using bench grinders."
49-3091.00,5190,"Repair holes in tire tubes, using scrapers and patches."
49-3091.00,5192,"Paint bicycle frames, using spray guns or brushes."
49-3091.00,5191,"Weld broken or cracked frames together, using oxyacetylene torches and welding rods."
49-3092.00,20804,Diagnose and repair furnace or air conditioning systems.
49-3092.00,10010,"Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures."
49-3092.00,10004,Examine or test operation of parts or systems to ensure completeness of repairs.
49-3092.00,10005,"Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe."
49-3092.00,10006,"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul."
49-3092.00,10007,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools."
49-3092.00,10008,"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage."
49-3092.00,10014,"Repair leaks with caulking compound or replace pipes, using pipe wrenches."
49-3092.00,20803,"Inspect, repair, or replace brake systems."
49-3092.00,10011,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks."
49-3092.00,10009,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams."
49-3092.00,10012,"Remove damaged exterior panels, and repair and replace structural frame members."
49-3092.00,10016,"Reset hardware, using chisels, mallets, and screwdrivers."
49-3092.00,10013,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary."
49-3092.00,20802,Explain proper operation of vehicle systems to customers.
49-3092.00,10015,"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes."
49-3092.00,10017,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers."
49-3093.00,20654,"Unbolt and remove wheels from vehicles, using lug wrenches or other hand or power tools."
49-3093.00,8363,Place wheels on balancing machines to determine counterweights required to balance wheels.
49-3093.00,20655,Identify tire size and ply and inflate tires accordingly.
49-3093.00,8364,"Raise vehicles, using hydraulic jacks."
49-3093.00,8368,Reassemble tires onto wheels.
49-3093.00,8374,"Glue tire patches over ruptures in tire casings, using rubber cement."
49-3093.00,8365,Remount wheels onto vehicles.
49-3093.00,8373,"Seal punctures in tubeless tires by inserting adhesive material and expanding rubber plugs into punctures, using hand tools."
49-3093.00,8369,Replace valve stems and remove puncturing objects.
49-3093.00,8380,Apply rubber cement to buffed tire casings prior to vulcanization process.
49-3093.00,8370,Hammer required counterweights onto rims of wheels.
49-3093.00,8385,"Buff defective areas of inner tubes, using scrapers."
49-3093.00,8371,"Rotate tires to different positions on vehicles, using hand tools."
49-3093.00,8366,Locate punctures in tubeless tires by visual inspection or by immersing inflated tires in water baths and observing air bubbles.
49-3093.00,8372,"Inspect tire casings for defects, such as holes or tears."
49-3093.00,8382,"Prepare rims and wheel drums for reassembly by scraping, grinding, or sandblasting."
49-3093.00,8376,"Separate tubed tires from wheels, using rubber mallets and metal bars or mechanical tire changers."
49-3093.00,8377,"Patch tubes with adhesive rubber patches or seal rubber patches to tubes, using hot vulcanizing plates."
49-3093.00,8378,Inflate inner tubes and immerse them in water to locate leaks.
49-3093.00,20656,"Assist mechanics and perform various mechanical duties, such as changing oil or checking and replacing batteries."
49-3093.00,20657,Clean and tidy up the shop.
49-3093.00,8379,Clean sides of whitewall tires.
49-3093.00,8381,Drive automobile or service trucks to industrial sites to provide services or respond to emergency calls.
49-3093.00,8383,Order replacements for tires or tubes.
49-3093.00,20659,Place tire casings and tread rubber assemblies in tire molds for the vulcanization process and exert pressure to ensure good adhesion.
49-9011.00,8388,Wind large springs with upward motion of arm.
49-9011.00,8391,"Complete required paperwork, such as work orders, according to services performed or required."
49-9011.00,8393,"Repair or replace worn or broken door parts, using hand tools."
49-9011.00,8392,"Fasten angle iron back-hangers to ceilings and tracks, using fasteners or welding equipment."
49-9011.00,8404,"Order replacement springs, sections, or slats."
49-9011.00,8394,"Carry springs to tops of doors, using ladders or scaffolding, and attach springs to tracks to install spring systems."
49-9011.00,8397,"Install door frames, rails, steel rolling curtains, electronic-eye mechanisms, or electric door openers and closers, using power tools, hand tools, and electronic test equipment."
49-9011.00,8387,"Adjust doors to open or close with the correct amount of effort, or make simple adjustments to electric openers."
49-9011.00,8395,Set doors into place or stack hardware sections into openings after rail or track installation.
49-9011.00,8399,"Assemble and fasten tracks to structures or bucks, using impact wrenches or welding equipment."
49-9011.00,8389,"Inspect job sites, assessing headroom, side room, or other conditions to determine appropriateness of door for a given location."
49-9011.00,8390,Collect payment upon job completion.
49-9011.00,20805,"Prepare doors for hardware installation, such as drilling holes to install locks."
49-9011.00,8401,Cut door stops or angle irons to fit openings.
49-9011.00,8396,"Remove or disassemble defective automatic mechanical door closers, using hand tools."
49-9011.00,8400,"Run low voltage wiring on ceiling surfaces, using insulated staples."
49-9011.00,8403,"Operate lifts, winches, or chain falls to move heavy curtain doors."
49-9011.00,8408,"Install dock seals, bumpers, or shelters."
49-9011.00,8402,Study blueprints and schematic diagrams to determine appropriate methods of installing or repairing automated door openers.
49-9011.00,8407,"Lubricate door closer oil chambers, and pack spindles with leather washers."
49-9011.00,8405,"Bore or cut holes in flooring as required for installation, using hand or power tools."
49-9011.00,8410,"Clean door closer parts, using caustic soda, rotary brushes, or grinding wheels."
49-9011.00,8406,"Set in and secure floor treadles for door-activating mechanisms, and connect power packs and electrical panelboards to treadles."
49-9011.00,8409,"Fabricate replacements for worn or broken parts, using welders, lathes, drill presses, or shaping or milling machines."
49-9011.00,8411,"Cover treadles with carpeting or other floor covering materials, and test systems by operating treadles."
49-9012.00,11780,"Record maintenance information, including test results, material usage, and repairs made."
49-9012.00,11779,"Disassemble and repair mechanical control devices or valves, such as regulators, thermostats, or hydrants, using power tools, hand tools, and cutting torches."
49-9012.00,11782,"Lubricate wearing surfaces of mechanical parts, using oils or other lubricants."
49-9012.00,21024,"Calibrate instrumentation, such as meters, gauges, and regulators, for pressure, temperature, flow, and level."
49-9012.00,11794,"Install, inspect and test electric meters, relays, and power sources to detect causes of malfunctions and inaccuracies, using hand tools and testing equipment."
49-9012.00,11783,"Test valves and regulators for leaks and accurate temperature and pressure settings, using precision testing equipment."
49-9012.00,11777,"Record meter readings and installation data on meter cards, work orders, or field service orders, or enter data into hand-held computers."
49-9012.00,11774,Turn meters on or off to establish or close service.
49-9012.00,11785,"Shut off service and notify repair crews when major repairs are required, such as the replacement of underground pipes or wiring."
49-9012.00,11784,"Install regulators and related equipment such as gas meters, odorization units, and gas pressure telemetering equipment."
49-9012.00,11804,"Cut seats to receive new orifices, tap inspection ports, and perform other repairs to salvage usable materials, using hand tools and machine tools."
49-9012.00,11775,Turn valves to allow measured amounts of air or gas to pass through meters at specified flow rates.
49-9012.00,11776,Report hazardous field situations and damaged or missing meters.
49-9012.00,11797,Vary air pressure flowing into regulators and turn handles to assess functioning of valves and pistons.
49-9012.00,11786,"Examine valves or mechanical control device parts for defects, dents, or loose attachments, and mark malfunctioning areas of defective units."
49-9012.00,11796,"Mount and install meters and other electric equipment such as time clocks, transformers, and circuit breakers, using electricians' hand tools."
49-9012.00,11778,"Connect regulators to test stands, and turn screw adjustments until gauges indicate that inlet and outlet pressures meet specifications."
49-9012.00,11793,Investigate instances of illegal tapping into service lines.
49-9012.00,11795,Trace and tag meters or house lines.
49-9012.00,11802,"Repair electric meters and components, such as transformers and relays, and replace metering devices, dial glasses, and faulty or incorrect wiring, using hand tools."
49-9012.00,11792,"Replace defective parts, such as bellows, range springs, and toggle switches, and reassemble units according to blueprints, using cam presses and hand tools."
49-9012.00,11799,"Measure tolerances of assembled and salvageable parts for conformance to standards or specifications, using gauges, micrometers, and calipers."
49-9012.00,11801,"Clean internal compartments and moving parts, using rags and cleaning compounds."
49-9012.00,11788,"Dismantle meters, and replace or adjust defective parts such as cases, shafts, gears, disks, and recording mechanisms, using soldering irons and hand tools."
49-9012.00,11781,"Disconnect or remove defective or unauthorized meters, using hand tools."
49-9012.00,11787,"Attach air hoses to meter inlets, plug outlets, and observe gauges for pressure losses to test internal seams for leaks."
49-9012.00,11791,"Make adjustments to meter components, such as setscrews or timing mechanisms, so that they conform to specifications."
49-9012.00,11800,"Repair leaks in valve seats or bellows of automotive heater thermostats, using soft solder, flux, and acetylene torches."
49-9012.00,11810,"Splice and connect cables from meters or current transformers to pull boxes or switchboards, using hand tools."
49-9012.00,11789,Advise customers on proper installation of valves or regulators and related equipment.
49-9012.00,11811,"Clean plant growth, scale, paint, soil, or rust from meter housings, using wire brushes, scrapers, buffers, sandblasters, or cleaning compounds."
49-9012.00,11790,"Connect hoses from provers to meter inlets and outlets, and raise prover bells until prover gauges register zero."
49-9021.00,23554,Discuss heating or cooling system malfunctions with users to isolate problems or to verify that repairs corrected malfunctions.
49-9021.00,23552,"Test electrical circuits or components for continuity, using electrical test equipment."
49-9021.00,23553,"Repair or replace defective equipment, components, or wiring."
49-9021.00,23561,"Lay out and connect electrical wiring between controls and equipment, according to wiring diagrams, using electrician's hand tools."
49-9021.00,23575,"Schedule work with customers and initiate work orders, house requisitions, and orders from stock."
49-9021.00,23574,"Estimate, order, pick up, deliver, and install materials and supplies needed to maintain equipment in good working condition."
49-9021.00,23556,"Install, connect, or adjust thermostats, humidistats, or timers."
49-9021.00,23557,"Comply with all applicable standards, policies, or procedures, such as safety procedures or the maintenance of a clean work area."
49-9021.00,23580,"Repair or service heating, ventilating, and air conditioning (HVAC) systems to improve efficiency, such as by changing filters, cleaning ducts, and refilling non-toxic refrigerants."
49-9021.00,23581,"Test pipes, lines, components, and connections for leaks."
49-9021.00,23560,Braze or solder parts to repair defective joints and leaks.
49-9021.00,23568,"Recommend, develop, or perform preventive or general maintenance procedures, such as cleaning, power-washing, or vacuuming equipment, oiling parts, or changing filters."
49-9021.00,23572,Keep records of repairs and replacements made and causes of malfunctions.
49-9021.00,23563,"Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders."
49-9021.00,23565,Adjust system controls to settings recommended by manufacturer to balance system.
49-9021.00,23564,Perform mechanical overhauls and refrigerant reclaiming.
49-9021.00,23566,"Install expansion and control valves, using acetylene torches and wrenches."
49-9021.00,23562,Inspect and test systems to verify system compliance with plans and specifications or to detect and locate malfunctions.
49-9021.00,23555,"Connect heating or air conditioning equipment to fuel, water, or refrigerant source to form complete circuit."
49-9021.00,23570,"Mount compressor, condenser, and other components in specified locations on frames, using hand tools and acetylene welding equipment."
49-9021.00,23558,"Study blueprints, design specifications, or manufacturers' recommendations to ascertain the configuration of heating or cooling equipment components and to ensure the proper installation of components."
49-9021.00,23559,"Install auxiliary components to heating or cooling equipment, such as expansion or discharge valves, air ducts, pipes, blowers, dampers, flues, or stokers."
49-9021.00,23579,Install or repair self-contained ground source heat pumps or hybrid ground or air source heat pumps to minimize carbon-based energy consumption and reduce carbon emissions.
49-9021.00,23573,"Install or repair air purification systems, such as specialized filters or ultraviolet (UV) light purification systems."
49-9021.00,23576,Supervise and instruct assistants.
49-9021.00,23577,"Lay out reference points for installation of structural and functional components, using measuring instruments."
49-9021.00,23571,"Measure, cut, thread, or bend pipe or tubing, using pipe fitter's tools."
49-9021.00,23567,"Install dehumidifiers or related equipment for spaces that require cool, dry air to operate efficiently, such as computer rooms."
49-9021.00,23578,"Lift and align components into position, using hoist or block and tackle."
49-9021.00,23569,"Cut or drill holes in floors, walls, or roof to install equipment, using power saws or drills."
49-9031.00,13789,"Bill customers for repair work, and collect payment."
49-9031.00,13799,Observe and examine appliances during operation to detect specific malfunctions such as loose parts or leaking fluid.
49-9031.00,13793,Talk to customers or refer to work orders to establish the nature of appliance malfunctions.
49-9031.00,13801,"Refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems."
49-9031.00,13790,"Trace electrical circuits, following diagrams, and conduct tests with circuit testers and other equipment to locate shorts and grounds."
49-9031.00,13792,"Replace worn and defective parts such as switches, bearings, transmissions, belts, gears, circuit boards, or defective wiring."
49-9031.00,13796,"Provide repair cost estimates, and recommend whether appliance repair or replacement is a better choice."
49-9031.00,13788,Disassemble appliances so that problems can be diagnosed and repairs can be made.
49-9031.00,13810,Respond to emergency calls for problems such as gas leaks.
49-9031.00,13791,"Service and repair domestic electrical or gas appliances, such as clothes washers, refrigerators, stoves, and dryers."
49-9031.00,13794,"Reassemble units after repairs are made, making adjustments and cleaning and lubricating parts as needed."
49-9031.00,13795,Record maintenance and repair work performed on appliances.
49-9031.00,13814,"Test and examine gas pipelines and equipment to locate leaks and faulty connections, and to determine the pressure and flow of gas."
49-9031.00,13813,"Light and adjust pilot lights on gas stoves, and examine valves and burners for gas leakage and specified flame."
49-9031.00,13802,"Instruct customers regarding operation and care of appliances, and provide information such as emergency service numbers."
49-9031.00,13812,Contact supervisors or offices to receive repair assignments.
49-9031.00,13797,"Maintain stocks of parts used in on-site installation, maintenance, and repair of appliances."
49-9031.00,13806,"Level refrigerators, adjust doors, and connect water lines to water pipes for ice makers and water dispensers, using hand tools."
49-9031.00,13800,"Observe and test operation of appliances following installation, and make any initial installation adjustments that are necessary."
49-9031.00,13807,"Set appliance thermostats, and check to ensure that they are functioning properly."
49-9031.00,13811,"Install appliances such as refrigerators, washing machines, and stoves."
49-9031.00,13808,"Level washing machines and connect hoses to water pipes, using hand tools."
49-9031.00,13798,Clean and reinstall parts.
49-9031.00,13804,"Clean, lubricate, and touch up minor defects on newly installed or repaired appliances."
49-9031.00,13805,"Conserve, recover, and recycle refrigerants used in cooling systems."
49-9031.00,13809,Install gas pipes and water lines to connect appliances to existing gas lines or plumbing.
49-9031.00,13816,"Take measurements to determine if appliances will fit in installation locations, performing minor carpentry work when necessary to ensure proper installation."
49-9031.00,13815,"Measure, cut, and thread pipe, and connect it to feeder lines and equipment or appliances, using rules and hand tools."
49-9031.00,13803,Assemble new or reconditioned appliances.
49-9041.00,11815,Repair or maintain the operating condition of industrial production or processing machinery or equipment.
49-9041.00,11814,Repair or replace broken or malfunctioning components of machinery or equipment.
49-9041.00,11820,"Clean, lubricate, or adjust parts, equipment, or machinery."
49-9041.00,11813,Disassemble machinery or equipment to remove parts and make repairs.
49-9041.00,11817,"Reassemble equipment after completion of inspections, testing, or repairs."
49-9041.00,11816,"Examine parts for defects, such as breakage or excessive wear."
49-9041.00,11822,Record repairs and maintenance performed.
49-9041.00,11819,Operate newly repaired machinery or equipment to verify the adequacy of repairs.
49-9041.00,11824,"Record parts or materials used and order or requisition new parts or materials, as necessary."
49-9041.00,11818,"Observe and test the operation of machinery or equipment to diagnose malfunctions, using voltmeters or other testing devices."
49-9041.00,11821,"Analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems."
49-9041.00,11823,Study blueprints or manufacturers' manuals to determine correct installation or operation of machinery.
49-9041.00,11825,"Cut and weld metal to repair broken metal parts, fabricate new parts, or assemble new equipment."
49-9041.00,11827,Enter codes and instructions to program computer-controlled machinery.
49-9041.00,11826,Demonstrate equipment functions and features to machine operators.
49-9041.00,23935,Assign schedules to work crews.
49-9043.00,11833,"Dismantle machines and remove parts for repair, using hand tools, chain falls, jacks, cranes, or hoists."
49-9043.00,11828,Reassemble machines after the completion of repair or maintenance work.
49-9043.00,11834,"Record production, repair, and machine maintenance information."
49-9043.00,11831,"Lubricate or apply adhesives or other materials to machines, machine parts, or other equipment according to specified procedures."
49-9043.00,11832,"Install, replace, or change machine parts and attachments, according to production specifications."
49-9043.00,11836,"Set up and operate machines, and adjust controls to regulate operations."
49-9043.00,11837,"Collaborate with other workers to repair or move machines, machine parts, or equipment."
49-9043.00,11835,Read work orders and specifications to determine machines and equipment requiring repair or maintenance.
49-9043.00,11830,"Inspect or test damaged machine parts, and mark defective areas or advise supervisors of repair needs."
49-9043.00,11829,Start machines and observe mechanical operation to determine efficiency and to detect problems.
49-9043.00,11839,"Transport machine parts, tools, equipment, and other material between work areas and storage, using cranes, hoists, or dollies."
49-9043.00,11840,Collect and discard worn machine parts and other refuse to maintain machinery and work areas.
49-9043.00,11838,"Inventory and requisition machine parts, equipment, and other supplies so that stock can be maintained and replenished."
49-9043.00,11843,"Remove hardened material from machines or machine parts, using abrasives, power and hand tools, jackhammers, sledgehammers, or other equipment."
49-9043.00,11845,"Replace, empty, or replenish machine and equipment containers such as gas tanks or boxes."
49-9043.00,11841,"Clean machines and machine parts, using cleaning solvents, cloths, air guns, hoses, vacuums, or other equipment."
49-9043.00,11842,"Replace or repair metal, wood, leather, glass, or other lining in machines, or in equipment compartments or containers."
49-9043.00,11844,"Measure, mix, prepare, and test chemical solutions used to clean or repair machinery and equipment."
49-9044.00,3041,"Replace defective parts of machine, or adjust clearances and alignment of moving parts."
49-9044.00,21083,"Align machines or equipment, using hoists, jacks, hand tools, squares, rules, micrometers, lasers, or plumb bobs."
49-9044.00,3048,"Insert shims, adjust tension on nuts and bolts, or position parts, using hand tools and measuring instruments, to set specified clearances between moving and stationary parts."
49-9044.00,3047,"Signal crane operator to lower basic assembly units to bedplate, and align unit to centerline."
49-9044.00,18785,"Conduct preventative maintenance and repair, and lubricate machines and equipment."
49-9044.00,3045,"Assemble and install equipment, using hand tools and power tools."
49-9044.00,3051,"Assemble machines, and bolt, weld, rivet, or otherwise fasten them to foundation or other structures, using hand tools and power tools."
49-9044.00,3049,"Move machinery and equipment, using hoists, dollies, rollers, and trucks."
49-9044.00,3054,"Level bedplate and establish centerline, using straightedge, levels, and transit."
49-9044.00,3055,"Dismantle machines, using hammers, wrenches, crowbars, and other hand tools."
49-9044.00,3053,"Bolt parts, such as side and deck plates, jaw plates, and journals, to basic assembly unit."
49-9044.00,3052,"Lay out mounting holes, using measuring instruments, and drill holes with power drill."
49-9044.00,3050,"Attach moving parts and subassemblies to basic assembly unit, using hand tools and power tools."
49-9044.00,18786,"Weld, repair, and fabricate equipment or machinery."
49-9044.00,3056,"Shrink-fit bushings, sleeves, rings, liners, gears, and wheels to specified items, using portable gas heating equipment."
49-9044.00,18788,"Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems."
49-9044.00,3057,"Dismantle machinery and equipment for shipment to installation site, performing installation and maintenance work as part of team."
49-9044.00,3043,"Connect power unit to machines or steam piping to equipment, and test unit to evaluate its mechanical operation."
49-9044.00,3046,"Position steel beams to support bedplates of machines and equipment, using blueprints and schematic drawings to determine work procedures."
49-9044.00,18787,"Fabricate and dismantle parts, equipment, and machines, using a cutting torch or other cutting equipment."
49-9044.00,3058,"Construct foundation for machines, using hand tools and building materials such as wood, cement, and steel."
49-9044.00,3060,"Operate engine lathe to grind, file, and turn machine parts to dimensional specifications."
49-9044.00,3059,"Install robot and modify its program, using teach pendant."
49-9045.00,13819,"Reline or repair ladles and pouring spouts with refractory clay, using trowels."
49-9045.00,13820,"Chip slag from linings of ladles or remove linings when beyond repair, using hammers and chisels."
49-9045.00,13821,"Mix specified amounts of sand, clay, mortar powder, and water to form refractory clay or mortar, using shovels or mixing machines."
49-9045.00,13822,"Measure furnace walls to determine dimensions and cut required number of sheets from plastic block, using saws."
49-9045.00,13824,"Dry and bake new linings by placing inverted linings over burners, building fires in ladles, or by using blowtorches."
49-9045.00,13825,"Remove worn or damaged plastic block refractory linings of furnaces, using hand tools."
49-9045.00,13827,"Climb scaffolding, carrying hoses, and spray surfaces of cupolas with refractory mixtures, using spray equipment."
49-9045.00,13829,"Spread mortar on stopper heads and rods, using trowels, and slide brick sleeves over rods to form refractory jackets."
49-9045.00,13830,"Dump and tamp clay in molds, using tamping tools."
49-9045.00,13832,"Transfer clay structures to curing ovens, melting tanks, and drawing kilns, using forklifts."
49-9051.00,8412,"Adhere to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas."
49-9051.00,8418,Drive vehicles equipped with tools and materials to job sites.
49-9051.00,8413,Open switches or attach grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs.
49-9051.00,8414,Climb poles or use truck-mounted buckets to access equipment.
49-9051.00,8416,"Install, maintain, and repair electrical distribution and transmission systems, including conduits, cables, wires, and related equipment, such as transformers, circuit breakers, and switches."
49-9051.00,8420,"Inspect and test power lines and auxiliary equipment to locate and identify problems, using reading and testing instruments."
49-9051.00,8419,Coordinate work assignment preparation and completion with other workers.
49-9051.00,8423,Replace or straighten damaged poles.
49-9051.00,8421,"String wire conductors and cables between poles, towers, trenches, pylons, and buildings, setting lines in place and using winches to adjust tension."
49-9051.00,8425,"Attach cross-arms, insulators, and auxiliary equipment to poles prior to installing them."
49-9051.00,8427,"Dig holes, using augers, and set poles, using cranes and power equipment."
49-9051.00,8426,"Travel in trucks, helicopters, and airplanes to inspect lines for freedom from obstruction and adequacy of insulation."
49-9051.00,8417,"Identify defective sectionalizing devices, circuit breakers, fuses, voltage regulators, transformers, switches, relays, or wiring, using wiring diagrams and electrical-testing instruments."
49-9051.00,8424,Install watt-hour meters and connect service drops between power lines and consumers' facilities.
49-9051.00,8422,"Test conductors, according to electrical diagrams and specifications, to identify corresponding conductors and to prevent incorrect connections."
49-9051.00,8415,Place insulating or fireproofing materials over conductors and joints.
49-9051.00,8429,"Splice or solder cables together or to overhead transmission lines, customer service lines, or street light lines, using hand tools, epoxies, or specialized equipment."
49-9051.00,8428,Trim trees that could be hazardous to the functioning of cables or wires.
49-9051.00,8432,Pull up cable by hand from large reels mounted on trucks.
49-9051.00,8433,"Lay underground cable directly in trenches, or string it through conduit running through the trenches."
49-9051.00,8434,"Cut trenches for laying underground cables, using trenchers and cable plows."
49-9051.00,8430,Cut and peel lead sheathing and insulation from defective or newly installed cables and conduits prior to splicing.
49-9051.00,8431,"Clean, tin, and splice corresponding conductors by twisting ends together or by joining ends with metal clamps and soldering connections."
49-9052.00,11848,"Splice cables, using hand tools, epoxy, or mechanical equipment."
49-9052.00,11847,"Inspect or test lines or cables, recording and analyzing test results, to assess transmission characteristics and locate faults or malfunctions."
49-9052.00,11857,Clean or maintain tools or test equipment.
49-9052.00,24058,"Set up service for customers, installing, connecting, testing, or adjusting equipment, such as digital subscriber line modems."
49-9052.00,11852,"Access specific areas to string lines, or install terminal boxes, auxiliary equipment, or appliances, using bucket trucks, climbing poles or ladders, or entering tunnels, trenches, or crawl spaces."
49-9052.00,11855,"Lay underground cable directly in trenches, or string it through conduits running through trenches."
49-9052.00,20807,Pull cable through ducts by hand or with winches.
49-9052.00,20806,Pull up cable by hand from large reels mounted on trucks.
49-9052.00,11846,"Travel to customers' premises to install, maintain, or repair audio and visual electronic reception equipment or accessories."
49-9052.00,11849,"Measure signal strength at utility poles, using electronic test equipment."
49-9052.00,11851,"Place insulation over conductors, or seal splices with moisture-proof covering."
49-9052.00,11859,Compute impedance of wires from poles to houses to determine additional resistance needed for reducing signals to desired levels.
49-9052.00,11858,"Explain cable service to subscribers after installation, and collect any installation fees due."
49-9052.00,11853,"String cables between structures and lines from poles, towers, or trenches, and pull lines to proper tension."
49-9052.00,11863,"Fill and tamp holes, using cement, earth, and tamping devices."
49-9052.00,11861,Dig trenches for underground wires or cables.
49-9052.00,11854,Install equipment such as amplifiers or repeaters to maintain the strength of communications transmissions.
49-9052.00,11860,"Use a variety of construction equipment to complete installations, such as digger derricks, trenchers, or cable plows."
49-9052.00,11862,"Dig holes for power poles, using power augers or shovels, set poles in place with cranes, and hoist poles upright, using winches."
